lead_id,user_id,course_id,lead_date,lead_status
1603,4366,3,2026-01-16,lost
1604,666,2,2026-02-06,new
1605,3933,1,2026-03-16,qualified
1606,2639,3,2026-01-21,lost
1607,3177,2,2026-03-06,lost
1608,4266,2,2026-01-14,lost
1609,3122,4,2026-02-04,qualified
1610,1018,3,2026-03-05,converted
1611,558,1,2026-03-15,qualified
1612,2400,6,2026-01-21,converted
1613,1208,4,2026-02-23,qualified
1614,2006,5,2026-02-10,qualified
1615,2657,1,2026-03-27,contacted
1616,2136,1,2026-03-07,qualified
1617,1511,1,2026-04-04,new
1618,1737,1,2026-03-25,converted
1619,246,2,2026-03-17,lost
1620,1164,6,2026-04-02,converted
1621,3363,3,2026-03-22,new
1622,267,2,2026-02-02,contacted
1623,2367,3,2026-02-05,converted
1624,1115,1,2026-04-02,contacted
1625,64,4,2026-03-25,qualified
1626,2593,3,2026-01-15,converted
1627,2789,5,2026-04-10,qualified
1628,2758,6,2026-01-10,contacted
1629,3012,2,2026-02-08,converted
1630,3077,3,2026-02-06,new
1631,2999,6,2026-01-22,converted
1632,2816,5,2026-02-10,new
1633,2260,3,2026-01-17,lost
1634,4959,6,2026-03-19,new
1635,3205,1,2026-04-15,lost
1636,1238,6,2026-04-04,new
1637,104,1,2026-03-26,lost
1638,2644,3,2026-03-09,qualified
1639,273,6,2026-01-05,new
1640,509,2,2026-03-08,lost
1641,2227,3,2026-04-03,qualified
1642,4934,2,2026-02-07,contacted
1643,2442,6,2026-01-14,new
1644,866,5,2026-03-29,qualified
1645,3327,4,2026-01-11,new
1646,909,3,2026-03-01,new
1647,2115,5,2026-03-25,contacted
1648,3897,2,2026-02-10,lost
1649,1628,3,2026-02-02,qualified
1650,2874,4,2026-01-16,new
1651,1523,2,2026-01-21,converted
1652,836,1,2026-02-21,converted
1653,359,1,2026-03-29,contacted
1654,139,1,2026-01-30,new
1655,300,5,2026-03-28,converted
1656,1557,3,2026-01-16,qualified
1657,1004,4,2026-01-25,contacted
1658,383,2,2026-02-15,qualified
1659,942,2,2026-03-06,lost
1660,4447,2,2026-03-03,new
1661,4855,5,2026-02-27,lost
1662,762,4,2026-02-07,lost
1663,1706,6,2026-01-11,qualified
1664,1874,4,2026-02-08,converted
1665,2551,3,2026-01-19,new
1666,2087,4,2026-03-10,qualified
1667,2198,6,2026-04-04,qualified
1668,899,5,2026-04-13,qualified
1669,4000,1,2026-01-29,contacted
1670,3616,3,2026-03-04,contacted
1671,1403,4,2026-03-24,new
1672,3874,4,2026-03-31,contacted
1673,3786,1,2026-01-10,contacted
1674,4387,5,2026-02-25,lost
1675,2956,6,2026-03-24,new
1676,1513,2,2026-04-02,lost
1677,1189,6,2026-01-25,contacted
1678,2990,1,2026-03-16,new
1679,2081,1,2026-04-07,contacted
1680,4984,1,2026-04-10,contacted
1681,3438,1,2026-02-05,qualified
1682,109,5,2026-02-26,contacted
1683,4699,1,2026-03-04,converted
1684,2828,2,2026-03-14,converted
1685,4748,1,2026-03-07,qualified
1686,59,2,2026-01-08,lost
1687,77,1,2026-03-31,new
1688,797,4,2026-01-22,qualified
1689,369,1,2026-04-13,lost
1690,4906,5,2026-03-26,contacted
1691,786,5,2026-03-01,new
1692,2089,1,2026-01-28,new
1693,2315,6,2026-03-11,qualified
1694,3385,1,2026-01-17,qualified
1695,3606,2,2026-03-07,contacted
1696,4112,1,2026-02-27,qualified
1697,1903,2,2026-01-19,qualified
1698,1704,3,2026-03-14,lost
1699,122,5,2026-01-07,new
1700,1845,2,2026-02-10,lost
1701,2370,4,2026-02-10,lost
1702,3729,1,2026-04-15,lost
1703,911,4,2026-01-07,lost
1704,125,2,2026-03-08,qualified
1705,2573,1,2026-02-08,contacted
1706,1587,1,2026-02-25,qualified
1707,1258,1,2026-04-01,converted
1708,3442,3,2026-02-01,qualified
1709,3481,5,2026-04-08,new
1710,4109,1,2026-01-22,new
1711,1179,4,2026-02-09,converted
1712,3464,4,2026-02-06,new
1713,3470,5,2026-03-09,new
1714,3468,2,2026-01-30,contacted
1715,2104,3,2026-02-21,converted
1716,443,6,2026-02-13,contacted
1717,2228,4,2026-01-21,qualified
1718,4417,2,2026-02-13,lost
1719,926,1,2026-01-11,new
1720,4021,2,2026-03-02,converted
1721,2146,3,2026-01-12,qualified
1722,4771,4,2026-03-01,qualified
1723,1412,1,2026-02-04,converted
1724,3467,3,2026-03-04,converted
1725,2073,3,2026-03-03,qualified
1726,1510,3,2026-01-16,new
1727,1228,4,2026-02-21,lost
1728,4073,5,2026-02-04,qualified
1729,2586,2,2026-03-28,converted
1730,4451,6,2026-03-08,converted
1731,2952,1,2026-03-19,new
1732,3886,1,2026-02-12,converted
1733,325,2,2026-03-21,contacted
1734,3978,1,2026-01-24,lost
1735,3577,2,2026-04-15,new
1736,2212,1,2026-02-21,converted
1737,3299,5,2026-03-16,lost
1738,3036,1,2026-02-27,lost
1739,1499,4,2026-03-23,converted
1740,1503,1,2026-03-20,qualified
1741,1007,6,2026-03-16,qualified
1742,4180,4,2026-02-02,converted
1743,3014,1,2026-03-19,lost
1744,3517,5,2026-04-07,converted
1745,1468,3,2026-03-18,converted
1746,1226,5,2026-04-14,contacted
1747,3168,3,2026-02-21,qualified
1748,2268,4,2026-03-19,contacted
1749,3809,5,2026-03-28,lost
1750,1217,2,2026-03-01,contacted
1751,3977,1,2026-04-09,lost
1752,4585,5,2026-01-21,new
1753,421,2,2026-01-13,new
1754,3423,3,2026-04-11,contacted
1755,7,1,2026-02-07,new
1756,933,3,2026-02-18,lost
1757,1692,6,2026-04-02,new
1758,440,2,2026-01-13,new
1759,1314,2,2026-01-11,new
1760,679,4,2026-01-20,lost
1761,1944,5,2026-01-23,lost
1762,4611,2,2026-01-10,new
1763,3304,2,2026-01-15,lost
1764,2269,6,2026-03-21,qualified
1765,4634,4,2026-03-06,contacted
1766,4081,1,2026-02-15,lost
1767,2519,1,2026-01-17,new
1768,2440,3,2026-01-16,lost
1769,4038,2,2026-03-30,new
1770,1894,2,2026-03-19,converted
1771,4245,5,2026-01-24,new
1772,4830,1,2026-02-23,qualified
1773,2641,4,2026-02-09,converted
1774,195,2,2026-04-06,new
1775,1475,5,2026-04-02,qualified
1776,4617,4,2026-03-14,contacted
1777,1212,1,2026-02-10,qualified
1778,2439,3,2026-01-16,contacted
1779,1658,1,2026-04-13,new
1780,2701,5,2026-02-13,lost
1781,3083,5,2026-02-27,qualified
1782,2706,2,2026-01-06,lost
1783,4227,3,2026-02-23,contacted
1784,2843,2,2026-02-14,contacted
1785,2303,4,2026-02-18,qualified
1786,1131,2,2026-01-13,qualified
1787,1462,2,2026-03-07,contacted
1788,277,3,2026-03-31,contacted
1789,2223,1,2026-02-20,contacted
1790,2332,4,2026-01-09,new
1791,4323,1,2026-03-21,contacted
1792,1303,4,2026-01-05,contacted
1793,2518,1,2026-02-17,lost
1794,223,2,2026-01-26,qualified
1795,2037,4,2026-02-11,contacted
1796,1925,6,2026-01-23,contacted
1797,574,5,2026-03-25,contacted
1798,1237,2,2026-02-04,qualified
1799,3545,1,2026-03-12,converted
1800,2134,5,2026-04-01,lost
1801,1335,3,2026-02-15,lost
1802,2458,1,2026-03-27,lost
1803,419,5,2026-01-30,contacted
1804,4915,5,2026-01-17,new
1805,1105,6,2026-03-03,lost
1806,258,6,2026-01-22,contacted
1807,296,5,2026-03-12,qualified
1808,2362,1,2026-04-01,lost
1809,387,1,2026-01-07,lost
1810,3309,3,2026-02-28,contacted
1811,4014,3,2026-04-03,qualified
1812,2232,3,2026-04-05,lost
1813,2555,2,2026-03-03,lost
1814,4336,3,2026-03-08,lost
1815,3516,3,2026-04-05,converted
1816,1840,1,2026-02-25,new
1817,4385,2,2026-04-03,qualified
1818,1564,3,2026-01-28,contacted
1819,2016,4,2026-03-17,new
1820,1401,1,2026-01-13,converted
1821,713,3,2026-02-10,converted
1822,2421,4,2026-04-08,contacted
1823,2620,3,2026-03-28,new
1824,210,1,2026-02-26,contacted
1825,4945,3,2026-03-25,lost
1826,1290,2,2026-01-28,contacted
1827,450,6,2026-01-25,new
1828,4092,1,2026-04-14,new
1829,2570,4,2026-02-13,qualified
1830,1821,1,2026-03-07,converted
1831,959,3,2026-03-15,contacted
1832,1794,3,2026-03-14,qualified
1833,4787,2,2026-01-18,new
1834,655,3,2026-02-15,qualified
1835,2408,1,2026-02-23,lost
1836,3853,2,2026-03-06,contacted
1837,1996,4,2026-01-08,contacted
1838,1761,2,2026-03-17,lost
1839,2355,6,2026-04-02,new
1840,2742,4,2026-03-20,lost
1841,2618,3,2026-01-21,contacted
1842,412,1,2026-03-30,contacted
1843,1775,3,2026-03-02,lost
1844,3979,5,2026-04-04,lost
1845,2187,2,2026-02-21,qualified
1846,2380,5,2026-02-17,new
1847,3964,2,2026-02-18,qualified
1848,4312,5,2026-04-05,qualified
1849,4775,1,2026-03-25,qualified
1850,3703,5,2026-04-04,lost
1851,3973,3,2026-02-06,new
1852,4766,2,2026-02-04,qualified
1853,3559,2,2026-02-20,qualified
1854,4111,3,2026-01-10,contacted
1855,3498,6,2026-03-17,lost
1856,3766,2,2026-03-16,contacted
1857,431,1,2026-02-07,contacted
1858,4485,3,2026-02-26,converted
1859,2322,3,2026-01-18,contacted
1860,1367,3,2026-01-20,contacted
1861,1993,4,2026-02-16,qualified
1862,2852,2,2026-03-18,converted
1863,1177,6,2026-03-19,converted
1864,3529,3,2026-03-26,qualified
1865,1477,1,2026-01-16,new
1866,3741,4,2026-03-15,converted
1867,2046,4,2026-01-23,qualified
1868,103,2,2026-02-14,contacted
1869,4332,4,2026-02-26,lost
1870,2993,1,2026-02-02,contacted
1871,1264,3,2026-03-15,new
1872,2882,6,2026-03-04,lost
1873,3139,1,2026-04-03,qualified
1874,3623,2,2026-03-09,contacted
1875,3204,5,2026-01-28,contacted
1876,4279,6,2026-04-03,qualified
1877,3300,3,2026-01-20,contacted
1878,4994,3,2026-02-25,contacted
1879,3634,3,2026-03-25,lost
1880,1644,6,2026-01-10,converted
1881,4506,5,2026-02-10,qualified
1882,1,1,2026-03-30,lost
1883,1581,3,2026-01-08,lost
1884,4423,3,2026-04-12,lost
1885,4117,5,2026-04-06,contacted
1886,1357,4,2026-02-11,converted
1887,4202,4,2026-02-14,qualified
1888,4575,6,2026-04-06,new
1889,3734,1,2026-03-26,contacted
1890,2026,2,2026-01-18,lost
1891,2219,2,2026-03-16,new
1892,397,2,2026-03-31,new
1893,4942,1,2026-02-24,lost
1894,1065,1,2026-03-10,converted
1895,3081,4,2026-04-07,lost
1896,2154,5,2026-02-25,contacted
1897,819,3,2026-04-09,new
1898,1813,3,2026-02-03,lost
1899,2553,2,2026-03-02,new
1900,1553,5,2026-03-24,lost
1901,4048,4,2026-03-27,contacted
1902,817,3,2026-04-13,converted
1903,1573,1,2026-02-03,qualified
1904,4553,1,2026-04-12,contacted
1905,1801,1,2026-02-15,converted
1906,4288,3,2026-01-15,contacted
1907,382,5,2026-01-31,contacted
1908,2875,5,2026-01-28,lost
1909,4348,3,2026-04-13,contacted
1910,4627,5,2026-02-12,qualified
1911,3504,6,2026-03-17,contacted
1912,2312,2,2026-01-22,new
1913,1781,2,2026-03-22,new
1914,2727,6,2026-02-18,lost
1915,2438,2,2026-04-02,lost
1916,2334,6,2026-04-01,contacted
1917,865,6,2026-01-16,contacted
1918,3639,4,2026-02-22,converted
1919,3165,5,2026-04-08,converted
1920,555,4,2026-02-04,qualified
1921,1160,4,2026-04-06,lost
1922,1214,2,2026-01-26,lost
1923,3761,1,2026-02-17,contacted
1924,4214,2,2026-04-06,new
1925,49,4,2026-03-09,new
1926,2368,1,2026-03-22,lost
1927,701,1,2026-01-29,lost
1928,653,1,2026-02-24,lost
1929,3934,4,2026-01-11,new
1930,4410,6,2026-01-10,lost
1931,3312,6,2026-01-28,lost
1932,749,3,2026-01-23,converted
1933,1456,5,2026-03-28,new
1934,4196,4,2026-04-14,lost
1935,2390,3,2026-01-13,new
1936,3495,3,2026-02-09,lost
1937,867,1,2026-02-13,lost
1938,753,6,2026-04-07,new
1939,1645,2,2026-01-28,lost
1940,93,3,2026-02-21,new
1941,4825,4,2026-03-08,lost
1942,3102,2,2026-03-14,contacted
1943,2433,2,2026-02-26,lost
1944,2630,4,2026-02-27,converted
1945,1491,1,2026-02-15,contacted
1946,2896,4,2026-02-18,qualified
1947,2178,3,2026-04-04,qualified
1948,730,4,2026-01-18,new
1949,4760,4,2026-02-02,qualified
1950,2472,3,2026-01-10,lost
1951,2243,3,2026-01-11,converted
1952,1937,4,2026-02-10,converted
1953,1746,4,2026-02-26,qualified
1954,4747,4,2026-01-22,lost
1955,4374,5,2026-04-01,lost
1956,3492,1,2026-02-11,qualified
1957,1111,2,2026-03-04,new
1958,3338,6,2026-01-05,qualified
1959,4033,2,2026-03-13,lost
1960,4472,1,2026-02-17,qualified
1961,4158,3,2026-02-20,lost
1962,347,1,2026-02-08,contacted
1963,1186,1,2026-04-01,converted
1964,4007,6,2026-04-05,qualified
1965,1516,3,2026-03-05,lost
1966,4670,2,2026-04-04,new
1967,579,6,2026-02-25,new
1968,1965,6,2026-01-12,lost
1969,76,3,2026-03-25,converted
1970,1430,2,2026-02-14,contacted
1971,3713,5,2026-01-07,new
1972,4431,4,2026-04-10,contacted
1973,2752,4,2026-03-14,new
1974,4953,6,2026-03-29,contacted
1975,1847,4,2026-01-18,lost
1976,132,2,2026-04-10,converted
1977,179,4,2026-01-30,new
1978,2900,2,2026-03-15,qualified
1979,4467,4,2026-03-03,contacted
1980,4195,4,2026-04-14,new
1981,2523,1,2026-02-13,contacted
1982,1843,3,2026-02-24,qualified
1983,2099,2,2026-01-09,new
1984,3950,2,2026-03-22,qualified
1985,2374,4,2026-02-05,new
1986,605,2,2026-03-25,contacted
1987,2628,5,2026-01-05,contacted
1988,26,1,2026-03-22,converted
1989,659,4,2026-02-27,lost
1990,4978,5,2026-01-15,converted
1991,3318,4,2026-02-26,contacted
1992,3869,3,2026-01-12,contacted
1993,174,6,2026-01-29,contacted
1994,1612,2,2026-02-13,new
1995,438,1,2026-02-05,lost
1996,332,3,2026-04-02,contacted
1997,3101,1,2026-02-01,contacted
1998,1455,6,2026-03-23,qualified
1999,343,1,2026-01-07,qualified
2000,3210,5,2026-04-14,converted
2001,4577,5,2026-04-05,contacted
2002,1089,1,2026-03-29,lost
2003,480,4,2026-03-24,contacted
2004,728,1,2026-03-07,converted
2005,3784,3,2026-01-31,qualified
2006,977,1,2026-02-18,lost
2007,3785,6,2026-04-06,new
2008,2978,6,2026-01-29,lost
2009,1929,2,2026-03-06,contacted
2010,1469,1,2026-02-17,qualified
2011,1225,4,2026-04-11,converted
2012,2857,2,2026-02-19,converted
2013,1953,6,2026-01-18,qualified
2014,4831,3,2026-01-12,lost
2015,4501,2,2026-02-21,new
2016,1893,5,2026-01-18,lost
2017,1300,3,2026-03-10,lost
2018,2991,6,2026-03-25,qualified
2019,4600,6,2026-03-27,converted
2020,661,1,2026-01-11,lost
2021,4578,1,2026-03-24,contacted
2022,4074,6,2026-04-02,lost
2023,2785,6,2026-02-22,new
2024,4938,1,2026-02-28,lost
2025,3828,5,2026-01-17,lost
2026,2715,3,2026-03-18,new
2027,4658,2,2026-03-01,lost
2028,268,5,2026-03-01,qualified
2029,4443,1,2026-01-19,qualified
2030,4960,6,2026-03-02,contacted
2031,3373,1,2026-03-03,contacted
2032,3596,4,2026-02-08,lost
2033,4317,2,2026-04-02,contacted
2034,3723,3,2026-04-11,qualified
2035,3407,4,2026-01-20,lost
2036,1279,1,2026-01-12,new
2037,4641,3,2026-04-07,qualified
2038,3918,3,2026-04-01,qualified
2039,2679,1,2026-02-18,lost
2040,1622,5,2026-04-09,contacted
2041,4104,2,2026-02-13,qualified
2042,2858,3,2026-02-27,contacted
2043,1897,3,2026-01-18,lost
2044,3925,3,2026-03-04,new
2045,3015,1,2026-04-08,converted
2046,4439,3,2026-02-26,lost
2047,68,3,2026-01-31,converted
2048,2043,4,2026-02-20,qualified
2049,2581,5,2026-03-25,contacted
2050,3783,3,2026-01-10,converted
2051,3791,1,2026-02-28,new
2052,821,2,2026-04-11,new
2053,1227,1,2026-02-17,contacted
2054,2992,1,2026-01-22,converted
2055,3133,2,2026-01-20,lost
2056,2744,2,2026-01-16,qualified
2057,4458,1,2026-01-24,lost
2058,4270,1,2026-02-18,qualified
2059,3350,1,2026-03-09,lost
2060,1144,1,2026-03-04,contacted
2061,398,1,2026-04-07,lost
2062,2907,3,2026-04-08,contacted
2063,4302,3,2026-04-04,contacted
2064,2760,1,2026-01-26,qualified
2065,1399,3,2026-04-11,qualified
2066,1660,2,2026-02-20,lost
2067,980,1,2026-02-02,contacted
2068,1299,1,2026-03-31,contacted
2069,3556,3,2026-02-18,qualified
2070,83,4,2026-03-22,qualified
2071,4508,2,2026-01-13,new
2072,2459,1,2026-01-28,qualified
2073,3740,6,2026-01-19,contacted
2074,3782,2,2026-02-09,contacted
2075,2289,2,2026-01-17,contacted
2076,424,5,2026-04-05,converted
2077,4340,5,2026-02-17,lost
2078,1905,3,2026-04-15,contacted
2079,4539,3,2026-03-16,lost
2080,3353,1,2026-03-17,lost
2081,3103,1,2026-04-15,qualified
2082,1566,3,2026-03-23,lost
2083,3356,1,2026-03-21,new
2084,840,3,2026-02-09,lost
2085,501,6,2026-03-06,qualified
2086,142,6,2026-03-26,contacted
2087,1378,2,2026-02-13,qualified
2088,3698,4,2026-04-07,converted
2089,2145,3,2026-01-31,lost
2090,1139,5,2026-01-05,qualified
2091,2928,2,2026-02-07,new
2092,1788,1,2026-03-13,qualified
2093,3485,1,2026-04-02,contacted
2094,551,2,2026-01-25,new
2095,4907,2,2026-02-06,qualified
2096,2020,5,2026-01-11,converted
2097,949,4,2026-03-10,lost
2098,2601,2,2026-01-07,contacted
2099,533,3,2026-02-24,qualified
2100,1830,1,2026-03-24,converted
2101,2918,6,2026-04-09,lost
2102,4419,6,2026-02-27,lost
2103,3872,6,2026-03-25,converted
2104,1603,5,2026-03-19,lost
2105,640,1,2026-04-07,new
2106,4833,1,2026-03-04,contacted
2107,968,3,2026-01-10,converted
2108,4238,6,2026-02-02,qualified
2109,2698,1,2026-01-21,new
2110,1684,1,2026-03-05,qualified
2111,4471,5,2026-01-26,lost
2112,2343,1,2026-01-28,converted
2113,156,2,2026-03-26,contacted
2114,2488,4,2026-03-30,qualified
2115,4642,2,2026-02-24,converted
2116,1090,1,2026-02-23,contacted
2117,2656,5,2026-01-15,new
2118,4241,4,2026-03-01,converted
2119,289,6,2026-03-16,qualified
2120,931,2,2026-02-15,qualified
2121,2536,1,2026-02-12,lost
2122,4029,4,2026-03-14,new
2123,3372,3,2026-02-21,converted
2124,4622,1,2026-03-02,contacted
2125,3292,5,2026-01-25,contacted
2126,943,1,2026-03-27,new
2127,3860,2,2026-04-13,contacted
2128,4663,1,2026-01-24,lost
2129,1699,2,2026-01-19,lost
2130,4709,2,2026-03-14,converted
2131,3201,3,2026-03-22,qualified
2132,4602,4,2026-02-24,lost
2133,4609,6,2026-03-21,qualified
2134,986,1,2026-03-07,lost
2135,3319,1,2026-03-30,lost
2136,2868,1,2026-02-10,contacted
2137,4057,1,2026-01-10,contacted
2138,4778,4,2026-03-16,contacted
2139,982,4,2026-01-30,qualified
2140,2493,5,2026-01-12,converted
2141,3793,2,2026-03-18,contacted
2142,3549,2,2026-04-05,new
2143,2943,3,2026-01-08,new
2144,3528,1,2026-01-25,lost
2145,3846,4,2026-02-04,contacted
2146,1458,6,2026-01-25,contacted
2147,1396,2,2026-01-29,contacted
2148,265,4,2026-01-19,lost
2149,4096,3,2026-02-08,qualified
2150,930,1,2026-02-22,lost
2151,4872,3,2026-02-16,contacted
2152,2693,2,2026-02-14,qualified
2153,247,1,2026-02-10,new
2154,3590,4,2026-03-02,new
2155,1759,5,2026-02-15,qualified
2156,4866,2,2026-02-20,contacted
2157,2811,2,2026-04-06,lost
2158,924,6,2026-03-06,new
2159,2881,5,2026-01-18,new
2160,269,4,2026-03-13,converted
2161,670,2,2026-02-26,qualified
2162,4476,6,2026-03-29,lost
2163,1911,1,2026-02-07,lost
2164,2986,4,2026-03-21,qualified
2165,1153,1,2026-04-11,lost
2166,4818,4,2026-01-28,qualified
2167,3456,2,2026-01-24,contacted
2168,4242,3,2026-03-14,contacted
2169,4550,2,2026-02-03,qualified
2170,2173,1,2026-04-02,contacted
2171,4516,4,2026-01-11,contacted
2172,1916,6,2026-02-09,contacted
2173,613,6,2026-02-11,new
2174,2407,1,2026-03-25,new
2175,4206,4,2026-02-25,new
2176,1899,4,2026-01-19,new
2177,1650,2,2026-02-19,contacted
2178,2608,1,2026-01-27,qualified
2179,259,4,2026-01-16,contacted
2180,848,6,2026-04-07,converted
2181,4252,4,2026-02-17,lost
2182,1234,3,2026-01-19,qualified
2183,1128,3,2026-04-07,lost
2184,1968,1,2026-02-22,contacted
2185,559,4,2026-01-25,new
2186,3906,4,2026-01-19,converted
2187,485,1,2026-01-18,new
2188,1321,5,2026-02-15,converted
2189,3405,2,2026-03-25,qualified
2190,8,6,2026-01-19,contacted
2191,3280,2,2026-03-08,qualified
2192,3190,1,2026-03-13,qualified
2193,1451,2,2026-01-31,new
2194,3981,3,2026-04-01,contacted
2195,1815,1,2026-04-07,lost
2196,774,3,2026-02-26,qualified
2197,1012,3,2026-02-25,contacted
2198,2819,4,2026-03-08,contacted
2199,3276,1,2026-03-18,converted
2200,1992,3,2026-02-26,qualified
2201,1278,1,2026-03-02,qualified
2202,1784,4,2026-02-25,converted
2203,3106,1,2026-02-16,contacted
2204,447,6,2026-01-11,qualified
2205,881,4,2026-02-15,lost
2206,4460,3,2026-01-08,lost
2207,782,3,2026-03-14,contacted
2208,1750,1,2026-01-09,new
2209,3389,2,2026-03-20,lost
2210,4882,5,2026-04-06,contacted
2211,884,6,2026-03-25,converted
2212,2945,1,2026-02-14,new
2213,1092,3,2026-04-08,contacted
2214,4784,4,2026-01-08,new
2215,532,4,2026-01-06,lost
2216,4023,1,2026-03-12,converted
2217,4422,1,2026-01-25,lost
2218,4099,2,2026-03-15,converted
2219,1728,5,2026-02-16,new
2220,611,3,2026-03-27,new
2221,571,3,2026-03-14,lost
2222,2672,6,2026-01-13,converted
2223,3719,4,2026-03-29,lost
2224,344,6,2026-02-01,lost
2225,3001,3,2026-01-30,contacted
2226,3140,1,2026-03-27,contacted
2227,435,6,2026-03-28,converted
2228,1904,3,2026-01-07,contacted
2229,3805,1,2026-03-18,contacted
2230,4777,2,2026-04-14,lost
2231,2070,1,2026-04-09,contacted
2232,1538,3,2026-02-22,lost
2233,2253,5,2026-01-21,new
2234,2347,6,2026-03-08,lost
2235,1518,6,2026-02-28,lost
2236,966,1,2026-01-27,qualified
2237,4407,2,2026-02-07,qualified
2238,529,1,2026-03-14,contacted
2239,177,5,2026-01-19,qualified
2240,3483,2,2026-02-20,qualified
2241,2544,4,2026-01-07,qualified
2242,4936,4,2026-03-28,contacted
2243,573,3,2026-02-01,new
2244,2300,2,2026-01-07,new
2245,3509,6,2026-01-08,lost
2246,2460,6,2026-04-02,new
2247,3610,2,2026-02-04,converted
2248,4555,3,2026-02-18,lost
2249,2209,6,2026-03-04,lost
2250,4721,1,2026-02-18,lost
2251,2756,2,2026-03-20,new
2252,384,1,2026-02-10,lost
2253,853,3,2026-03-10,qualified
2254,1881,1,2026-01-13,converted
2255,371,2,2026-01-21,converted
2256,2379,2,2026-03-10,new
2257,4324,3,2026-01-07,contacted
2258,1106,6,2026-01-30,qualified
2259,3414,5,2026-02-26,lost
2260,3947,5,2026-02-04,contacted
2261,1337,4,2026-01-30,contacted
2262,2190,1,2026-01-27,contacted
2263,4595,1,2026-02-03,qualified
2264,2320,6,2026-01-14,converted
2265,4706,2,2026-03-17,lost
2266,3711,1,2026-04-03,qualified
2267,4849,4,2026-03-09,new
2268,1172,2,2026-01-26,new
2269,4326,2,2026-01-19,qualified
2270,2695,6,2026-03-01,lost
2271,1423,5,2026-03-19,contacted
2272,2342,2,2026-01-24,qualified
2273,2652,6,2026-02-20,converted
2274,4156,4,2026-04-01,converted
2275,1465,4,2026-02-26,contacted
2276,875,1,2026-02-26,new
2277,3340,1,2026-01-05,contacted
2278,4341,4,2026-01-06,lost
2279,1252,6,2026-03-03,converted
2280,2349,4,2026-01-23,new
2281,841,1,2026-03-07,new
2282,4569,1,2026-03-23,converted
2283,582,5,2026-03-17,lost
2284,205,1,2026-01-16,converted
2285,1642,3,2026-01-30,contacted
2286,2015,1,2026-01-31,qualified
2287,906,1,2026-02-02,new
2288,632,4,2026-01-19,new
2289,3365,4,2026-02-19,qualified
2290,1975,2,2026-01-05,contacted
2291,163,1,2026-03-05,new
2292,3173,5,2026-04-06,converted
2293,3613,1,2026-03-02,contacted
2294,4676,3,2026-01-07,lost
2295,618,6,2026-01-22,contacted
2296,4069,1,2026-02-25,lost
2297,1432,6,2026-03-05,new
2298,548,1,2026-02-07,lost
2299,3335,3,2026-04-10,new
2300,4547,2,2026-04-07,qualified
2301,4224,6,2026-04-03,lost
2302,2388,2,2026-03-05,new
2303,4244,2,2026-01-30,contacted
2304,3996,6,2026-03-17,converted
2305,4066,3,2026-01-23,converted
2306,1862,3,2026-01-26,new
2307,641,2,2026-04-07,new
2308,3903,4,2026-02-06,new
2309,638,1,2026-02-11,new
2310,4263,1,2026-02-08,converted
2311,3911,3,2026-03-12,qualified
2312,2987,2,2026-03-28,qualified
2313,2097,6,2026-01-14,converted
2314,4612,6,2026-04-05,qualified
2315,3076,4,2026-01-19,lost
2316,3675,5,2026-01-15,contacted
2317,2842,4,2026-04-04,contacted
2318,922,1,2026-01-28,qualified
2319,547,5,2026-03-22,new
2320,3667,1,2026-04-10,contacted
2321,1901,2,2026-04-15,contacted
2322,2029,5,2026-01-08,new
2323,2302,3,2026-01-17,qualified
2324,1886,5,2026-03-18,qualified
2325,1643,1,2026-03-02,contacted
2326,3510,4,2026-04-12,contacted
2327,4810,1,2026-02-10,lost
2328,2098,4,2026-02-21,new
2329,4358,5,2026-03-16,qualified
2330,3789,3,2026-01-05,lost
2331,4495,2,2026-03-05,new
2332,4968,1,2026-01-16,lost
2333,837,1,2026-01-25,lost
2334,602,4,2026-01-15,new
2335,2185,6,2026-02-17,new
2336,3866,1,2026-03-03,converted
2337,2482,4,2026-02-17,contacted
2338,4308,5,2026-03-23,lost
2339,1583,3,2026-04-12,qualified
2340,4267,4,2026-02-07,contacted
2341,2534,5,2026-01-29,new
2342,2726,2,2026-01-08,qualified
2343,1071,2,2026-03-09,qualified
2344,1776,1,2026-04-04,lost
2345,4809,6,2026-01-20,converted
2346,1284,6,2026-01-14,lost
2347,3051,5,2026-03-11,contacted
2348,4754,1,2026-02-08,converted
2349,1837,3,2026-03-28,lost
2350,4243,1,2026-01-10,converted
2351,1020,1,2026-01-23,qualified
2352,4134,4,2026-03-04,lost
2353,1327,6,2026-02-26,qualified
2354,476,6,2026-01-12,contacted
2355,4272,4,2026-03-23,converted
2356,1652,1,2026-01-14,new
2357,3999,2,2026-03-12,new
2358,4468,2,2026-02-11,converted
2359,2611,5,2026-02-02,new
2360,2477,5,2026-01-19,converted
2361,2584,2,2026-04-01,lost
2362,1374,2,2026-01-27,new
2363,740,1,2026-03-27,qualified
2364,3619,2,2026-02-19,lost
2365,2441,3,2026-03-28,qualified
2366,868,1,2026-02-01,converted
2367,1141,3,2026-01-30,converted
2368,998,5,2026-01-14,contacted
2369,1338,3,2026-02-20,new
2370,542,1,2026-01-08,converted
2371,1100,1,2026-02-28,qualified
2372,1133,3,2026-03-11,new
2373,4065,2,2026-03-12,lost
2374,2716,2,2026-01-11,converted
2375,2259,3,2026-02-28,lost
2376,4751,3,2026-03-25,qualified
